ticker,matched_market_date,sentiment_mean,close,daily_return,article_count,ai_innovation,collaboration,leadership,regulation,litigation
AAPL,2023-05-22,0.2762,174.2,-0.0055,1,0,0,0,0,0
AAPL,2023-06-01,0.1796,180.09,0.016,1,0,0,1,0,0
AAPL,2023-06-05,0.4162,179.58,-0.0076,1,0,0,0,1,0
AAPL,2023-06-09,-0.2245,180.96,0.0022,1,0,0,0,0,1
AAPL,2023-06-13,0.3575,183.31,-0.0026,1,0,0,0,0,0
AAPL,2023-06-30,0.449,193.97,0.0231,3,2,0,0,0,0
AAPL,2023-07-05,-0.2672,191.33,-0.0059,1,0,0,0,0,1
AAPL,2023-07-10,0.0825,188.61,-0.0109,1,0,0,0,0,1
AAPL,2023-07-20,0.1801,193.13,-0.0101,1,0,0,0,0,0
AAPL,2023-08-01,0.336,195.61,-0.0043,1,0,0,0,0,0
AAPL,2023-08-04,-0.2872,181.99,-0.048,1,1,0,0,0,0
AAPL,2023-08-25,0.0449,178.61,0.0126,1,0,1,0,0,0
AAPL,2023-08-29,0.1676,184.12,0.0218,1,0,0,1,0,0
AAPL,2023-09-05,-0.2445,189.7,0.0013,1,0,0,0,1,0
AAPL,2023-09-08,0.14165,178.18,0.0035,2,1,0,0,0,0
AAPL,2023-09-11,0.35475,179.36,0.0066,2,0,2,0,0,0
AAPL,2023-09-12,0.398825,176.3,-0.0171,4,2,0,0,1,0
AAPL,2023-09-14,0.4697,175.74,0.0088,1,0,0,1,0,0
AAPL,2023-09-15,0.2382,175.01,-0.0042,1,0,0,0,0,0
AAPL,2023-09-26,0.0937,171.96,-0.0234,1,1,0,0,0,0
AAPL,2023-10-13,0.1464,178.85,-0.0103,1,0,0,1,0,0
AAPL,2023-10-24,0.20225,173.44,0.0025,2,1,0,0,1,0
AAPL,2023-10-30,0.4216,170.29,0.0123,1,1,0,0,0,0
AAPL,2023-11-01,0.2794,173.97,0.0187,1,0,0,1,0,0
AAPL,2023-11-09,0.0008,182.41,-0.0026,1,0,0,0,1,0
